,Dry Mass,Area,Volume,Phase Entropy Mean,Phase Entropy Radial Distribution,Phase Range,Peak Phase,Orientation
829,-3.073574,-3.6514626,-23.192219,0.662429,0.47262725,-0.7786733,-0.77964103,-0.6142696
830,-1.1577288,-2.5080032,-17.447,-0.31786978,-0.48723823,0.25571212,0.2570886,-0.20142134
831,-0.33702433,0.6977063,8.147715,0.4186646,0.44375968,-0.09005183,-0.09072623,-1.0863588
832,-3.1736333,-4.14439,-25.735304,1.9407892,1.8675553,-0.12458954,-0.12586579,-1.4276495
833,2.6033123,1.7137418,8.718537,-1.970246,-2.1563666,0.72672874,0.7262519,-1.428058
834,-0.4736113,-1.7904071,-14.0099,0.4801393,0.43662906,0.59604895,0.59488773,0.08350608
835,0.1611406,-0.7073065,-4.0723248,-0.4485728,-0.5067419,0.94310975,0.9430526,-1.2519897
836,-1.5417643,-3.1820068,-20.900509,0.43375903,0.32599148,0.9007322,0.9026227,-0.5474177
837,-1.8722051,-1.5489728,-9.781719,0.46872035,0.4821836,-0.8648745,-0.8664149,-1.0787103
838,-2.5309877,-3.2691915,-19.449762,0.48088634,0.39012507,-0.36990637,-0.3705573,-0.8817003
839,-0.15826978,-0.9621537,-9.373084,1.4495615,1.7035882,0.4061939,0.40592307,-1.5868013
840,-3.3196292,-3.235659,-21.499767,0.71195495,0.5708437,-0.82794446,-0.82919484,-0.5141674
841,-2.214269,-2.8466816,-19.41397,1.622566,1.647364,0.62358785,0.623352,-0.6452495
842,-0.41226053,-2.051961,-12.712809,0.14778912,0.08695965,0.7433483,0.745935,-0.9919859
843,-2.9363742,-3.5575712,-22.91937,0.76922756,0.5816299,-0.18616448,-0.18634352,0.17214264
844,-2.5265975,-2.0184283,-3.2520602,0.07571367,-0.14179793,-0.73684263,-0.7369078,9.619095
845,2.3104415,0.694353,3.8037667,-0.86794865,-0.8663608,0.32848123,0.3290292,-1.3069196
846,-3.4217427,-4.2986403,-25.408792,1.4367,1.4116067,-0.70831686,-0.7099291,-0.89139926
847,-1.0096664,-1.8373528,-13.669468,-0.22713055,-0.36195454,0.2628693,0.2650713,-0.6449352
848,-3.4380202,-4.0136137,-23.008907,1.5227588,1.5411699,-0.56313837,-0.5637282,-1.1685067
849,-0.3100626,-1.656277,-9.129493,-0.28375334,-0.30685937,0.5085526,0.50705975,-0.35933363
850,-3.211307,-4.546781,-26.187191,1.1282982,1.0648336,-0.6033996,-0.60156465,-0.5647089
851,0.22491774,-0.8816756,-9.571661,-0.93012464,-1.0731386,-0.23675227,-0.23521024,-0.7272134
852,-2.4569504,-3.262485,-19.626371,0.2692616,0.17256783,-0.72370577,-0.7234018,-1.1847891
853,0.70688057,0.7446518,2.922076,0.05553168,0.14340636,0.20776947,0.20727296,-1.2568326
854,-2.6500056,-3.4435606,-19.619854,1.453944,1.5275724,-0.12579985,-0.1263544,-1.267339
855,2.3050768,0.12765333,0.39698777,-0.13568747,-0.037392706,1.1814085,1.1839123,-1.1585913
856,-0.8615321,-1.5757989,-11.213933,-0.06608371,-0.080783874,0.13502808,0.13752484,-0.12793797
857,-1.0283235,-1.4181961,-11.225315,-0.47962427,-0.590906,-0.539697,-0.5375361,-0.07802674
858,3.863162,2.2972078,15.183971,-0.7441722,-0.6027995,1.7953826,1.7936988,-1.4405005
859,0.7556083,-1.9916022,-12.576432,0.50212157,0.7394457,1.4497329,1.4490814,-1.3571148
860,-2.4819937,-3.9901407,-24.70456,0.8404391,0.76323926,0.31091604,0.31016046,-0.3691169
861,-1.9953775,-2.3135145,-14.451344,0.0016810592,-0.10802025,0.7058635,0.70500576,0.84780407
862,-2.41847,-3.5374517,-21.968311,1.3443949,1.2687092,-0.29057392,-0.28966418,-1.6896372
863,-2.6497276,-2.2598624,-13.584037,-0.06329313,-0.23366176,-0.9109621,-0.90986174,-0.5378979
864,-4.676064,-5.398507,-31.139452,1.5222963,1.258904,-1.0842066,-1.085512,-0.80330634
865,-3.0477548,-3.4703865,-23.296215,0.5146382,0.34816515,-0.71502894,-0.7154411,-1.6925774
866,-1.2414696,-1.7669344,-10.087806,0.28271264,0.24978255,-0.44743183,-0.439568,-1.7680192
867,-1.3991731,-1.6730433,-13.169713,0.12019396,0.018799182,0.39740396,0.3993513,0.7292609
868,-3.859538,-4.2751675,-25.03004,0.94725865,0.7658003,-0.93493056,-0.934415,-0.11688653
869,-1.678015,-1.2907724,-8.269873,0.9213703,0.9604713,-0.43810233,-0.43934745,-1.066185
870,3.2787871,1.9719422,13.781118,-0.88777304,-0.8056827,1.2966354,1.2955046,-1.4460295
871,0.5391954,0.3925603,1.6759526,-0.40291798,-0.42310914,0.2620447,0.26084414,-1.274141
872,-1.1423165,-0.58658946,-6.2480993,0.26740354,0.16230711,-0.04845761,-0.04770009,-1.071012
873,0.5114472,-1.458435,-9.498667,0.0766824,0.20121516,1.401878,1.4124845,-1.3276836
874,-1.8343651,-1.723342,-10.451515,0.032539416,-0.26515427,-0.40081033,-0.40243557,-1.1042159
875,-3.1841164,-2.7695568,-18.197716,-0.10821364,-0.4434171,-1.2514595,-1.2517161,-1.0116048
876,-1.3231375,-1.5757989,-6.389417,-0.4883778,-0.6177079,-0.5751735,-0.5757526,-1.0047495
877,1.2372867,0.8687222,2.4394197,-0.96542835,-1.0075009,0.7328,0.7310423,-0.9862975
878,-3.200512,-3.1317081,-20.926525,0.87279594,0.71791244,-0.74924713,-0.7506242,-1.1946137
879,-0.8114378,-1.3511311,-9.512447,-0.74269974,-0.8791442,0.160208,0.16182813,-0.9289881
880,1.2650415,0.6373477,9.648731,0.5214733,0.78260535,0.83477926,0.8332795,-1.1722414
881,-0.58292407,-1.2035879,-10.1573715,-0.29521102,-0.45801136,0.52731454,0.5267264,-0.28665322
882,-0.16505861,0.7111193,16.791574,0.1851129,0.3262373,-1.0720968,-1.0726795,9.343077
883,-2.2259507,-1.297479,-0.644191,0.8829419,1.0079472,-0.35085258,-0.351075,-1.5396826
884,-1.3503546,-1.3678973,-11.4885025,-0.47010595,-0.6734187,-0.35892653,-0.3605642,-1.320557
885,2.0974064,1.8981707,8.050757,-1.4143629,-1.4905193,-0.11201711,-0.1110031,-1.4147084
886,4.026537,3.5144384,24.916504,-1.6212717,-1.6338514,0.6212068,0.6210945,-1.6033691
887,0.3713343,-0.21102518,-1.7069591,-0.29486737,-0.2726788,0.16991587,0.17141011,-1.6894052
888,-0.9288293,-2.3504002,-12.808067,0.01530554,-0.060877338,0.26916683,0.27171376,-0.9223386
889,-2.663311,-3.0847626,-21.363407,2.4044585,2.4749663,-0.112830386,-0.11056936,-1.110899
890,-0.6219418,-1.0895773,-6.2231154,0.8775202,1.0375273,-0.12347482,-0.12434514,-1.6458097
891,-4.8451905,-5.901495,-33.728413,0.4433955,0.056323335,-1.0441648,-1.0452937,-0.17092322
892,-4.697741,-1.3209517,-9.419281,2.5925822,2.5688748,-2.0778775,-2.0785992,-1.6628649
893,1.28988,-0.2713837,-2.702451,-0.3646274,-0.4036356,0.77165186,0.7715435,-1.2085634
894,1.1984131,-0.64359474,-5.1755886,-0.43064845,-0.39881867,1.2715992,1.2759284,-1.1833632
895,-4.218327,-4.2751675,-25.228691,2.511501,2.5529063,-0.9346585,-0.9359832,-0.3105322
896,-0.687431,-0.7743716,-7.312579,-0.41757026,-0.43735012,-0.54181385,-0.5408375,-0.39454603
897,-1.23947,-1.6361575,-11.628238,0.23148173,0.17093289,-0.21545717,-0.21667966,-0.5647158
898,-2.3404002,-2.692432,-15.319177,0.4700505,0.48111695,-0.84849244,-0.8496102,-1.2424506
899,-2.2446156,-2.5314758,-17.256634,0.14230388,-0.084956564,-0.16743365,-0.16675262,-0.44042578
900,-1.1158879,-0.71401304,-2.0166783,-0.39141455,-0.5132275,0.31552422,0.31390637,-1.4710591
901,0.06843516,-0.7240728,-6.069543,-0.39751023,-0.4363624,0.89020485,0.8904569,-0.83084553
902,4.361076,2.035654,10.973286,-1.1035694,-1.0934124,1.727923,1.7265961,-0.5853756
903,1.8646835,2.1362517,13.450894,-0.8542333,-0.87975454,0.2857655,0.28493366,-1.3040764
904,-3.1638174,-3.1887136,-12.43647,1.639319,1.3139067,-0.8378463,-0.83711195,-1.8863363
905,-1.1772938,-1.9781892,-5.1411448,1.3215843,1.5312835,0.91555274,0.9183738,-1.4005194
906,-3.530739,-4.375765,-23.878513,1.7259464,1.763474,-0.18840638,-0.18948776,-1.4057446
907,-2.745604,-3.262485,-21.739628,1.1531873,0.9816414,-0.09293054,-0.090230845,9.49361
908,0.10259749,-1.3947233,-10.566234,0.38674223,0.4095791,0.36463475,0.36312708,-0.5619111
909,-4.4071045,-4.8686934,-29.122826,0.61231923,0.2999518,-1.3301184,-1.3305378,0.11920591
910,-3.0467184,-4.352292,-23.469883,1.5460757,1.6484878,0.1402878,0.14461349,-0.48604852
911,-1.3822963,-1.6864562,-10.538434,0.45813927,0.49769345,-0.0035096083,-0.0043521686,-1.8507004
912,-4.0278187,-4.7546825,-29.09772,0.88680094,0.5940923,-0.62268466,-0.6181476,-1.8498209
913,0.78603554,3.85647,38.484104,0.042719025,0.32997924,-0.22966012,-0.23089258,-1.3132825
914,-2.1833,-2.0050154,-10.589142,0.507737,0.36324802,-0.55610615,-0.5568324,-1.3613626
915,-2.4227362,-2.1458519,-15.428492,2.1558583,2.2016013,-0.6233186,-0.62491506,-1.7040664
916,-0.47812825,0.6239347,14.456408,0.6806957,0.7978596,-0.0020815656,-0.0023926822,9.211625
917,-4.1956244,-4.057206,-20.593533,3.064137,3.2473142,-0.57673615,-0.5777613,9.100603
918,-2.5857303,-2.9103935,-17.901937,0.8774471,0.8597246,-0.65292406,-0.65422934,-0.84843326
919,-2.5748596,-2.3470469,-15.911342,-0.46805352,-0.7670243,-0.4551376,-0.45511666,-1.0416453
920,2.081996,1.385123,7.5617685,-0.2697439,-0.24960233,0.6169877,0.61827207,-0.97646296
921,-0.45814824,-2.199504,-15.666811,-0.2918697,-0.31155977,0.8926735,0.89990824,-1.2696362
922,-3.604227,-3.0277572,-21.427025,2.1911898,2.1494439,-1.1599602,-1.1598136,-0.6095886
923,-3.2313404,-4.110858,-24.643183,0.79931027,0.67218196,-0.49190646,-0.49303457,-0.69292015
924,-1.6675982,-2.0217814,0.9137881,1.5350194,1.7642294,0.15627396,0.15750934,-1.2103351
925,1.6672745,1.2074007,4.834398,-1.3887522,-1.4056334,-0.3091232,-0.3094773,-1.1191996
926,2.3619905,1.0363848,4.767012,-1.0536146,-1.1069373,0.867458,0.8689981,-1.386062
927,-3.374351,-5.053122,-30.317131,1.4684933,1.3823181,-0.08760634,-0.08893131,-0.52685064
928,-2.0913582,-2.8735077,-17.291435,0.73856485,0.7144764,-0.12420779,-0.121027865,-1.1605928
929,-4.9191923,-6.360891,-35.69473,2.8343127,2.7661984,-0.6837302,-0.6826094,-0.6831211
930,-2.4001148,-2.3638134,-16.763618,0.6233723,0.48084408,-0.534034,-0.5349563,-1.3761579
931,-2.740157,-1.5087337,-12.079307,0.12791078,-0.0643532,-1.0241615,-1.0253239,-1.48254
932,1.0360185,0.4763916,2.153786,-0.39591834,-0.40248623,0.16314383,0.16181399,-1.1635618
933,-1.0219809,-2.0083685,-6.3009114,0.10469935,0.010453801,-0.04649002,-0.047105737,9.385818
934,-2.4955297,-2.7058449,-17.772423,-0.47291812,-0.79898655,-0.38455325,-0.38501114,-0.61282355
935,-1.799609,-1.1868216,-8.477047,0.42766714,0.3340858,-0.7561922,-0.75673,-1.0417104
936,2.2564595,0.27519646,1.7798896,-0.103564374,0.027370073,1.2422624,1.2453315,-1.0923295
937,-1.7985134,-2.0251348,-13.081361,-0.7399689,-0.9254625,-0.45626363,-0.45571947,-0.92282313
938,-2.9785156,-4.255048,-25.630947,0.50183123,0.21215166,-0.11319517,-0.11423781,-0.23791645
939,-2.556083,-4.3187594,-22.871353,0.7124898,0.46486968,0.29239443,0.29069847,-1.6527493
940,-2.824637,-3.0814095,-11.287032,2.426967,1.9250475,-0.7948964,-0.79161566,-1.3590872
941,-3.624524,-4.315406,-25.22724,0.86075133,0.65984434,-1.1449423,-1.1458457,-0.72462374
942,-0.40729928,-1.8977112,-13.981942,1.0036813,1.1124644,0.924026,0.9234187,-0.95484996
943,1.0399445,0.44285908,-0.11984901,-0.75755465,-0.8297289,0.65453535,0.65387535,-1.5518942
944,-1.022296,-1.2538867,-11.604832,-0.40672746,-0.4723403,-0.4433417,-0.4443901,0.10800225
945,-1.9164438,-1.6629835,-12.291623,0.15695871,-0.042460673,-0.4378908,-0.43888485,-1.3956716
946,0.7298799,-0.6134155,-5.719598,0.51558274,0.6015514,0.35401803,0.3530356,-1.7784044
947,-1.8353047,-3.2826042,-20.6176,1.3192905,1.2864643,0.53283274,0.5320727,-1.1701857
948,-4.564909,-3.9700212,-21.409101,2.0695007,2.1612523,-1.1722487,-1.1713473,-0.97122
949,-3.9223845,-4.251694,-24.644142,2.4992495,2.524196,-0.036285028,-0.03627964,-0.094569996
950,-0.7228558,-0.52623093,-4.704662,-0.274841,-0.315195,-0.46555865,-0.46399513,-0.90315497
951,-2.5372272,-3.530745,-21.940334,1.3852359,1.2480855,0.865461,0.8643338,-0.53740156
952,0.28092274,-0.7911378,-6.9515486,-0.81478155,-0.92613673,0.16787589,0.16815391,-1.1473749
953,-4.542446,-2.5348291,-16.189041,2.0131028,1.9350256,-1.9698151,-1.968849,-1.8432409
954,1.4100955,0.6474075,2.1011398,-0.5006937,-0.52621394,0.6524349,0.6507831,-0.2843754
955,-0.83092296,-1.0292188,-6.260043,0.27109233,0.2835482,-0.23935498,-0.24032469,-1.6254873
956,-3.3605783,-3.725234,-23.28004,0.7488651,0.6887893,-0.41844115,-0.41764155,-0.11799165
957,0.7547581,-0.26467723,-2.1619573,-0.48764157,-0.5140311,0.6382257,0.63748574,-1.2577981
958,-2.6454263,-2.7058449,-15.067518,0.9904837,1.0076721,-0.60730135,-0.6080341,-1.2764888
959,-2.5863993,-2.90704,-20.17172,-0.18144077,-0.46414298,-0.5083999,-0.50194585,0.32211465
960,-3.4608922,-2.414112,-12.457533,1.9455757,1.7751298,-1.1000112,-1.1010816,-1.5550592
961,-2.8097095,-2.3906393,-15.904335,0.5535081,0.35512966,-0.92555076,-0.9263226,-0.99919534
962,-2.485925,-3.1652405,-19.888556,0.38104483,0.21313037,-0.26730728,-0.26448095,-1.2710847
963,-2.6037328,-2.5012968,-17.581287,0.258401,0.043803755,-0.814682,-0.81476814,-0.91650814
964,2.5092025,2.780076,22.262686,-0.5542388,-0.54450655,0.89905137,0.8983672,-1.4533116
965,2.9987693,0.8385428,6.792074,-0.8815763,-0.91324437,0.5720929,0.5754557,-1.9436593
966,-3.3813443,-3.3798487,-22.937038,1.1333508,0.9967506,-0.30128905,-0.30284956,-0.038496986
967,3.3295698,2.2837949,14.469476,-0.9640569,-0.8724638,1.2124149,1.2143853,-1.1353122
968,-3.4114184,-3.6112232,-23.92043,1.7566625,1.6606977,-0.9780812,-0.97537535,-1.6326095
969,-1.3671592,-1.7702876,-12.5781145,0.22083078,0.2894543,-0.8027317,-0.8041745,3.3014836
970,1.6138082,0.5199839,-3.1668277,0.6340804,0.85028017,1.6671693,1.6673473,1.8930252
971,2.5047407,3.494319,25.230276,-0.69810826,-0.504474,0.06812724,0.066988416,3.0226557
972,-1.4368367,-0.013183275,3.828176,2.1703746,2.2550366,0.07321842,0.07252248,-1.5688944
973,-4.132554,0.81842333,3.0711136,-0.62928456,-0.8265522,-3.0909698,-3.0917435,-1.3062181
974,-1.3066646,-0.2780902,-8.139216,-0.1936582,-0.15085517,-1.3209167,-1.3213726,-1.1194557
975,-2.0315695,-0.4256333,-6.078816,0.64707094,0.596297,-0.9528238,-0.95438254,0.21648929
976,0.4788241,1.3147048,2.196552,-0.3546428,-0.25636762,-0.8069191,-0.8063822,0.53808427
977,-5.0117297,-4.5266614,-27.653112,2.1731422,1.8283924,-2.0492013,-2.0467088,-1.841236
978,0.026398767,2.937679,16.584,0.4921738,0.7031648,-0.92078364,-0.9221746,-1.4662445
979,0.09675299,-0.75089884,-8.496241,0.020535413,0.10200794,0.033423822,0.032353286,1.3410456
980,-0.5098986,-0.26132396,-5.2285504,-0.5137592,-0.52464664,-0.6465813,-0.6480189,0.13774355
981,-2.7739425,-0.15737313,-2.394536,0.70014274,0.8311945,-1.7137005,-1.7144006,1.7315297
982,-1.1382358,1.4454815,13.845044,0.21389022,0.09302362,-1.1492411,-1.1501423,9.548022
983,-2.5616379,-2.1793845,-15.908045,0.2917552,0.1849491,-0.84040886,-0.8389555,1.9579779
984,1.0279951,0.4126798,5.1778526,0.86981416,1.102539,0.38925308,0.38805073,-1.4088675
985,-0.304335,2.223436,11.75267,0.08515132,0.13217595,-0.7880407,-0.788735,-0.8337499
986,-1.9171765,-2.1827378,-15.987318,-1.0466785,-1.1920434,-0.19028234,-0.19072226,3.3123555
987,0.35777485,0.16118586,11.717324,0.19032498,0.13740027,-0.061045878,-0.06266683,-1.6231365
988,-5.6660576,-5.1034207,-31.937658,1.4875523,1.268749,-2.1844332,-2.1854844,4.226694
989,-0.9475286,-0.053422306,-5.0348134,-0.61554193,-0.6941063,-0.19724722,-0.19813155,1.1848761
990,-1.8697497,-1.5187937,-13.884334,-0.08783346,-0.12187786,-1.1067392,-1.1076863,-0.7636088
991,-1.3970709,-1.1164033,-11.136671,-0.07873501,-0.087577745,-0.90645343,-0.9066825,-1.4609847
992,-2.8316596,-2.561655,-18.517096,0.28682643,0.10674816,-1.5221078,-1.5217928,9.655903
993,0.61380106,-0.2512642,-0.29567894,0.053158447,0.17329773,0.21509688,0.21355802,-1.1312834
994,-2.6231003,-2.665606,-20.502253,0.38665268,0.30699375,-1.286142,-1.2873714,1.8014901
995,0.21631886,1.5326661,4.142904,-0.06954446,0.074873805,-0.83507276,-0.83619356,-1.5911772
996,4.5365086,5.2581296,36.14787,-0.9203522,-0.79378855,0.41973516,0.41820252,-1.4441499
997,-2.0839972,-1.8708851,-16.004585,-0.0112389475,-0.14683658,-0.94881684,-0.9485301,0.14262187
998,-4.400593,-4.6674976,-30.70203,1.6115079,1.4778262,-1.7597376,-1.7601563,7.469903
999,2.6815789,0.70441276,0.5707947,-0.66866773,-0.6671315,0.52754474,0.52711946,-0.4992088
1000,-1.7181368,0.5199839,1.5289825,0.61287886,0.6877948,-0.88337964,-0.8839117,-1.7010806
1001,-3.7305844,-3.75206,-24.112232,1.3321096,1.1207354,-1.4072378,-1.4057194,-1.1441314
1002,-2.6181111,-2.3705199,-18.577826,0.47152746,0.3278294,-1.2867036,-1.2881416,-1.1592469
1003,-0.69468284,-3.5408049,-22.25405,-0.07738704,-0.13953756,0.8491541,0.8499727,2.148244
1004,-2.1376257,-0.09701459,-1.6918151,1.0774045,1.1347493,-1.5949702,-1.5952201,-1.0158886
1005,-1.3855604,1.8814044,7.1163554,0.21116507,0.26219913,-1.5205152,-1.5220399,-1.3840555
1006,1.0819958,1.2778189,4.538868,-0.64258003,-0.5410645,0.22499646,0.22327967,-1.6388693
1007,-1.0037297,1.5628455,8.072953,0.44967797,0.5469088,-1.4214588,-1.4226823,-1.4166157
1008,7.4758816,5.5532155,47.169037,-2.9892564,-2.917049,2.9658031,2.9644992,9.548534
1009,-1.2416762,0.09747405,3.8778768,0.30447066,0.22970387,0.0794741,0.07784109,-1.055852
1010,-0.4854977,0.30537573,1.0574161,-0.27989998,-0.32989225,-0.73176503,-0.73171586,-1.3689367
1011,-3.3050375,-2.7930298,-20.64952,1.1113693,1.0539265,-1.0074898,-1.0033573,1.8706169
1012,1.9045279,1.7238016,9.029243,-0.67842114,-0.55862874,0.46429574,0.46423888,-1.4920372
1013,-2.5329218,-2.6086009,-19.786123,-0.10205823,-0.19906774,-1.0329843,-1.034583,-0.63831484
1014,-1.15169,-1.3846636,-8.606036,1.795451,2.304403,-0.29655245,-0.29792905,-1.5897145
1015,-2.366965,-1.5992718,-11.291269,0.72606725,0.6469271,-0.24093176,-0.23970886,-0.39586377
1016,-2.0876367,-0.110427596,24.138699,1.4591745,1.0983053,-1.1623881,-1.1613592,8.03719
1017,1.5703344,2.498403,14.726524,-0.6038022,-0.44132662,-0.3204695,-0.32033733,-1.307413
1018,-4.0509944,-4.2718143,-28.549461,0.8504618,0.6454252,-1.3062364,-1.3035015,1.4973776
1019,-3.2183013,-2.0117218,-15.524324,0.19503206,0.045778472,-1.8326998,-1.830846,-0.21908501
1020,3.2406688,5.3956127,37.344738,-1.171808,-1.1123589,-0.39409032,-0.39557314,-1.5228152
1021,-1.7262615,-1.1566424,-8.224687,0.5421158,0.84149355,-0.47924298,-0.48076698,-1.6873952
1022,-3.7116966,-2.427525,-16.47371,2.2151458,2.3212743,-1.5662109,-1.5671607,9.661629
1023,-1.1080638,1.3650036,7.867345,0.03244032,0.093176216,-1.3410077,-1.3414216,-1.4372439
1024,0.3146668,2.3374467,15.831294,-0.21568175,-0.1517527,-0.5456846,-0.5470412,-1.7322257
1025,-1.01643,0.7010595,1.1400957,0.80262554,1.1277081,-0.79988974,-0.80027074,9.083517
1026,0.6303902,1.5963781,7.3336,0.08614165,0.19446263,0.12351211,0.1225909,-1.2708197
1027,-0.8967192,1.3415308,20.343403,1.5510038,1.6305252,-1.1958864,-1.1955057,9.664353
1028,-1.3431318,-0.35856828,-7.722542,-0.4716051,-0.54826283,-1.5153149,-1.5161479,-1.3439327
1029,-2.410121,-2.786323,-18.572716,0.6185712,0.553075,0.13288459,0.13228032,-0.46826693
1030,0.5877537,1.6969755,12.239885,-1.2214229,-0.97488904,0.19730657,0.19911776,-1.469031
1031,-2.216776,-2.4610577,-17.473837,0.101749964,-0.106719814,-0.31976026,-0.32022706,-0.88196874
1032,-1.92331,-2.068727,-16.333216,0.74566483,0.8049925,0.55348366,0.5571078,2.1946406
1033,-4.397815,-1.3041855,-12.6295185,2.3996472,2.3379996,-1.377125,-1.3784992,8.661643
1034,-1.2909021,0.010289492,4.6077423,0.90191567,0.9827697,-0.17562582,-0.17540659,-1.3299782
1035,-3.0787873,-1.7702876,0.43391132,1.7915025,1.7337939,-1.5160105,-1.5163729,-1.05162
1036,-3.0266168,-3.5609243,-21.955442,1.6406034,1.5485718,-0.47470376,-0.4737049,0.69858944
1037,1.9205099,2.816962,21.929604,0.2719048,0.43315092,0.6551942,0.65365535,-1.0725527
1038,-2.2155938,3.3031833,22.984333,1.0042263,1.0170705,-1.6894139,-1.6908594,-1.7383838
1039,-0.17200199,-1.0560448,-6.637852,0.1582133,0.019510292,1.2284514,1.2266607,-1.7658672
1040,-2.3188334,-1.1432294,-0.906969,0.8318444,0.66332996,-0.8932227,-0.8920002,-1.5417469
1041,-3.6037421,-3.0780563,-21.682913,0.5974192,0.3934942,-1.1505113,-1.1517512,-0.8199819
1042,-3.528582,-2.8198557,-20.17838,0.6523542,0.51032126,-1.1753032,-1.1759912,0.15528117
1043,-2.8715546,-2.065374,-11.365124,-1.1254296,-1.3180742,-1.8373705,-1.8385088,-1.2465608
1044,-0.08648155,-0.9085016,-7.339072,0.8428822,1.1833197,0.08337195,0.0828464,-1.7624527
1045,1.104488,5.4358516,37.49899,0.06268186,0.19874507,-1.1892251,-1.1899303,-1.9637346
1046,-2.4935439,-3.0512302,-17.17588,-0.3818149,-0.4031793,-1.3795632,-1.3759187,-1.8718883
1047,-1.7267251,-2.0452542,-16.396357,0.5215317,0.49742585,-0.070161596,-0.06928611,-1.1846864
1048,-1.5512464,-0.8045509,-5.619145,0.1612675,0.11352099,-0.48203456,-0.48070478,9.592795
1049,1.8946912,1.1772213,6.4915557,0.2818068,0.5439531,1.4273208,1.4296172,-1.4710364
1050,0.17533264,1.1906344,12.645971,-0.23033911,-0.39612007,0.0657779,0.067327715,-1.2823751
1051,-0.77099776,-0.3350955,-5.630999,0.9356993,1.160317,0.1145129,0.1136208,-1.1013539
1052,0.66047454,1.2040474,5.2273183,-0.5291058,-0.5546455,-0.341561,-0.34160668,0.5457239
1053,-3.5439672,-3.6279895,-23.757784,1.0007066,0.9826133,-0.94447386,-0.94597286,-0.54687154
1054,-2.2995982,-2.1290855,-15.748196,-0.124359995,-0.31464773,-0.95813614,-0.959631,-1.474301
1055,-2.7544158,-2.3705199,-17.076555,0.1215216,-0.14250904,-1.1382748,-1.1398687,-1.3690565
1056,-1.269253,0.1578326,-1.5814974,1.6271695,1.9921992,-0.4855388,-0.4849947,-1.8271506
1057,3.37156,0.23831066,2.7807422,-0.72273815,-0.56594354,2.1704767,2.1686344,9.087059
1058,-3.1161282,-1.4450221,-4.410584,1.5360346,1.2980714,0.13014728,0.13040905,-0.6695577
1059,0.11611149,-0.50275815,-4.763676,-0.0107771335,0.22320767,0.32959935,0.32844052,-1.6626041
1060,-1.5529416,-1.0292188,-9.840058,0.09717121,-0.062090583,-0.6397838,-0.6410688,-0.824277
1061,-5.7175245,-5.331442,-31.63712,1.5961282,1.2576795,-2.3006806,-2.2986975,-1.0240738
1062,-0.22381344,0.8720754,3.6760554,-0.29528597,-0.36606032,-0.61738193,-0.618138,-1.4401305
1063,-1.2454964,0.20477813,-2.053436,0.52676034,0.7099234,-1.0045161,-1.0057935,-1.7852472
1064,0.0055374126,-0.9688602,-9.799048,-0.31742322,-0.32793632,0.10171594,0.10181638,-0.8987247
1065,-3.5754852,-2.77291,-20.583916,1.4447255,1.3028417,-1.1751206,-1.169783,8.894512
1066,0.080285236,-0.07018857,-2.1164036,-0.5550538,-0.4749359,-0.18880792,-0.18901838,-1.8744488
1067,-0.83611345,-0.51617116,-8.710164,-0.5992114,-0.69460166,-0.8290795,-0.8300272,8.421263
1068,1.1068618,2.4916964,14.251835,-1.3101484,-1.4206371,-0.5619003,-0.55745786,-1.5418441
1069,-3.2698293,-3.0277572,-19.08628,0.67990744,0.48097712,-1.4061915,-1.4041088,0.015185468
1070,2.8367453,2.6124134,11.868343,-0.77063096,-0.7399074,1.0575845,1.0559173,9.648088
1071,0.5587273,1.1906344,4.403744,-0.24281509,-0.18622644,-0.24247348,-0.24391285,-1.9529331
1072,0.21155116,5.3889065,38.787148,-0.062474947,0.08103474,-1.4117589,-1.4132729,-1.9583564
1073,-3.6000543,-4.8452206,-29.393442,1.0587732,0.9840544,-0.80945456,-0.8095598,-0.83904314
1074,-1.2180566,-0.7173663,-10.169065,-0.454309,-0.5063382,-0.7436724,-0.7428123,8.384848
1075,-1.342031,0.6239347,1.8900938,0.4725311,0.5139144,-0.7892985,-0.79057795,-1.7221897
1076,-3.939979,-1.4316092,-3.9250836,1.1491992,1.2427604,-2.1500487,-2.1469147,8.839898
1077,-2.1429684,-3.3731422,-22.811813,0.8261813,0.7816702,0.31412616,0.31308243,0.011142651
1078,1.6403985,1.8311057,15.04703,-0.31577352,-0.22451206,0.42218402,0.42520916,-1.2664224
1079,-3.4988365,-4.2382812,-24.963053,1.8561977,1.5177709,-0.21671386,-0.21699181,-1.4499533
1080,-3.4579475,-1.8641787,-8.241817,0.16046393,-0.063839786,-0.7529866,-0.7544589,-1.4705174
1081,2.8193307,3.1757598,20.934553,-1.182264,-1.2088826,0.89009285,0.8888356,-1.103985
1082,-2.7856932,-3.6648753,-22.611914,1.5042964,1.5950125,0.16425572,0.16314125,3.9252295
1083,-3.4767056,-4.4629498,-29.64813,1.1018223,0.9746235,-0.6059859,-0.60746574,9.57706
1084,-3.001969,-2.4442914,-15.659756,1.9122983,2.0623593,-0.78142476,-0.7809739,-0.6813854
1085,0.272394,0.060588278,-4.3716536,-0.5277057,-0.54660904,0.30454215,0.3039489,0.03361779
1086,2.1151965,4.0610185,25.532642,0.033691093,0.16447577,0.04468415,0.04319521,-1.9043887
1087,0.22226208,1.4052426,15.916753,1.395307,1.8696878,-0.31179717,-0.31197912,8.458273
