cell,time_hour,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
146,18,5.524846,-3.5399995,2.8524466,0.12093714,-2.3132946,-0.64191717,-11.749373,4.0946608,-4.9475255,-2.500816,0.5062307,-5.6257806,0.32784277,-0.65552264,1.9171999,-1.4085822,2.58185,2.1689687,5.165184,2.671573,-2.8178582,-5.0563164,2.1523123,0.8587197,5.663128,2.545058,6.6493435,2.5233266,-2.0714722,-4.429423,-0.15232694,0.8062968,4.7765436,4.172434,0.058209952,0.93377084,-2.6190612,3.3020926,-0.11501804,-8.917014,-9.740557,4.122699,-1.0698404,2.1698177,-1.1221633,-1.6604064,-6.2561407,4.020993,7.5252824,-0.33875814,1.8540678,5.78873,-2.8966196,1.3349173,2.0800154,3.3079722,-1.4536264,-9.056203,-0.6518547,-7.9474015,0.8011641,9.149498,0.26647785,0.7271204,-0.433603,7.773199,5.565705,3.2669113,0.07897481,1.3513538,4.3973985,-0.6615792,3.4107094,-1.0156506,-0.45700383,-1.8674616,-8.234277,0.802441,-10.937849,-9.701816,8.257882,-8.500152,-11.943693,5.5724664,5.3433337,3.348304,-8.633712,8.2426,-11.764338,4.049691,5.005565,4.1690054,-5.72213,2.1960313,-2.1502054,7.152533,-2.0366013,0.2637918,-0.80524796,-9.022089,8.907709,-7.4419394,-4.896442,8.810932,-2.404123,9.590552,2.8911936,3.0817394,-8.6045885,-5.2710032,-10.520284,2.341024,-2.6665463,-2.4671638,8.10031,-6.6105533,-5.520482,-1.9876518,-0.32271186,-4.437435,-8.708246,8.276458,11.53566,-3.3078485,-2.6590815,1.6543034,7.1721005,-0.8961207,2.4564831,5.9209595,-0.9591237,7.315681,2.1829703,9.014896,3.1205835,-2.4780774,-0.7331613,3.1044726,-1.3134993,6.9811664,-0.27552208,7.797682,0.51919293,-0.92195404,-8.852258,2.6689308,-5.563357,-6.0120344,-0.34579942,2.717498,-0.7579112,3.3808937,-0.7694504,-2.6642542,-7.2412043,-0.1634489,-4.7678885,0.6078549,-5.526247,-3.969768,-2.8363008,0.85596263,0.87738377,-0.22844478,-2.4306693,5.837094,8.239392,-4.8747506,-3.5286207,-0.85801387,-0.99847984,-3.2023582,-0.9699785,-4.750271,-3.0001945,1.7641684,-0.32282025,-4.4049277,-3.0627315,-0.6417168,-2.3969638,5.6995983,8.123254,2.3419425,-4.22541,0.90266913,-2.3741536,-4.7093105,-4.767453,2.6669314,-5.0599747,-0.9669716,-4.1519666,1.9169724,2.759768,-1.2117621,-1.1979432,-1.2280816,0.60776514,3.6854553
147,18,0.83613795,-7.0778565,-1.8806369,-2.6397347,-1.2549415,-4.9253054,-5.661915,2.1857595,-2.6074197,-4.027605,2.66368,-3.3536184,-1.1733594,-2.6940398,3.5977,-2.2678113,3.003223,0.01834939,-1.696766,0.45595166,-2.2232287,-0.83068776,-1.4346725,1.6771053,1.1931664,0.4846662,1.0860337,-0.18233916,2.567623,-3.285509,3.1789532,2.5857525,-0.93948406,0.51704586,2.765533,-1.294929,2.713809,-0.6539445,-0.12716785,-1.3214798,-2.142498,-0.4165677,1.4202193,-1.2901263,-2.0528026,0.40697533,0.13361871,-0.74847037,0.7117901,-0.87546796,-0.3444067,-1.5286456,0.34030473,0.8776577,1.1132085,2.0541463,-1.2874314,-0.009726226,-0.98656166,-0.036051042,-1.3861666,2.0888405,0.007115559,-1.5532863,0.69096357,-1.7933233,0.3657591,2.3662074,0.00335725,-0.12905821,-0.59574306,-0.14780942,2.0501666,1.0969121,0.5064826,3.2594597,-3.0078874,-2.2332833,0.36535424,-0.28091323,-2.335775,0.7391355,-0.9229888,-0.27102792,0.5955466,-2.0503309,0.8704608,-1.3129361,-1.0473738,-0.482647,0.8221522,2.9897177,0.4390671,-3.4425597,1.0821749,-0.9467308,1.1800694,3.3019114,-0.529649,1.4998548,-0.44577038,-1.1753678,1.4932894,0.7380308,4.1505375,-2.7363033,0.5479808,1.047722,1.2431937,-1.0942448,-1.8554345,-2.043856,-0.54797673,-0.56878275,1.9507713,-4.007136,-4.6263037,-3.2703664,-1.7589011,1.2141197,-1.008742,-1.6644465,0.35401955,-1.3439226,2.7873793,3.2012699,1.3553804,2.7583435,1.3544785,-1.1427598,-1.1101972,-0.7357178,-3.6918185,-0.7879239,-0.2471586,-0.44164512,-1.0490942,0.3596389,3.0787153,0.37718326,1.0174516,4.2308297,-0.4653588,-1.3924598,0.7502954,0.67840487,-0.15921241,0.5759893,-0.70926,1.2733009,-0.8776212,-4.029166,-1.6280828,2.7305014,-0.20461178,-2.6850805,-1.8536124,0.038892932,2.3124173,1.991002,-5.706377,1.9171506,-2.0433087,5.2192607,0.5867196,-2.106148,-3.2438364,-5.699366,-0.110882096,0.19836597,-1.525413,1.770368,-1.7377164,-1.4670979,3.63631,-4.0723433,0.09573643,2.8317463,0.35239938,-2.1373615,1.9092289,-0.20553616,-3.199888,1.4097052,-4.4569955,2.3626192,0.8345511,1.7721925,3.9166787,2.0953858,-0.04949066,-1.3451113,-2.439068,-2.4424763,-2.22201,-0.42556652,-3.1792843,1.1724434,0.091505215,2.5215285
148,18,3.7447817,-1.6350747,2.4660943,0.2874396,-0.2208735,-0.41961062,-5.392189,-0.6723216,1.3407032,2.2791605,-0.9361115,6.7757926,-0.1059216,0.77035475,-1.0266968,0.7011535,-6.0842686,2.6064472,0.25096178,1.72268,7.838816,-4.0628533,-0.7519848,-0.20523903,5.5743423,-0.7497666,-3.1638606,3.8761911,-2.8954384,-4.712091,-2.1011536,-0.6041073,0.9081367,-1.3867657,-0.1007386,1.0042663,-0.4958474,5.6522665,0.17841785,1.4726417,2.9759583,-0.32711723,1.5711879,-3.5978737,2.100983,-0.38751534,-3.005756,-3.9864023,1.3927556,-3.805157,-6.5251436,-6.163622,4.1469173,1.498961,1.6362185,2.3517878,1.9601479,-0.6498832,4.8544855,7.756241,-4.131911,-2.2290778,-1.9686867,-0.4967573,-1.3023918,-0.588003,1.5051055,3.602087,-5.2971935,-1.6446228,-1.3807827,0.7052487,7.908179,5.7740808,2.9523377,0.73205674,6.1041703,-11.107466,-6.577881,0.7457326,3.5295048,3.323962,0.794137,0.90309155,-2.9560547,0.2918567,4.349837,2.124888,3.976252,-6.2896347,-5.322265,6.4786887,0.56450224,-2.9700265,-10.253846,8.164022,3.054931,1.6468878,-0.1157859,-3.8751585,-1.1673046,1.0842167,2.3614852,1.697582,9.169283,-13.526258,-6.606785,-2.0032067,0.29011685,1.4002577,-0.48305097,-2.7310321,6.3973103,-12.491904,6.321078,-6.195742,5.4465585,-6.7476296,0.842513,-7.8148484,-3.161532,6.773906,-2.2530808,0.26510075,-6.6659493,-10.075373,-3.2910583,0.75878394,4.9684486,1.8290925,-1.1114503,-10.622557,-1.61669,7.9248095,4.9788003,-0.022858225,-4.4075007,7.1461434,-3.592194,-12.577174,-5.4391675,-1.4453297,-4.042921,2.7063532,-0.10225796,7.2827096,2.78394,7.590222,-4.302341,5.3146214,-9.765234,-0.37468493,9.030795,-1.3798368,2.5100763,-2.9356399,-10.339944,7.2266603,-5.468979,-0.6351324,-9.115617,1.3967409,-2.0953536,-2.3819394,-6.3920417,0.09395932,3.042248,-3.0125523,-1.3358808,6.62159,-4.505766,-4.6484256,1.714103,-7.9830065,4.137942,-1.7748445,-1.4686908,1.8752071,4.6978235,3.83691,-4.0577617,-1.7598314,2.9773457,4.4536667,-0.1188789,-3.98819,-0.46579713,1.2476485,5.329496,5.962635,-1.2680506,-5.7451925,4.4422674,2.2849479,-1.7900894,0.222568,-1.3468288,0.58385116,-0.2068034,-3.2231731
149,18,125.996254,50.738464,-58.099445,-3.2377255,-6.113567,-6.8902426,-0.09363982,-12.039675,12.827457,0.28142586,8.137295,0.57633495,-0.0955094,-1.5495213,3.6854076,-1.0496204,0.7745839,0.6314001,-2.5672724,0.10954682,0.28500727,-0.34773362,0.4257549,2.3736885,-0.9968761,1.308421,0.72982883,-1.4666115,-0.77829486,1.0939199,0.2935558,-1.251383,-1.4381273,-0.99135983,0.6824355,0.56321806,-0.6301972,-0.1960301,0.89144623,0.66761774,-0.16407403,-0.20176947,-0.93156904,-1.0931304,-0.38597238,-0.5536358,-0.65814495,0.49481428,0.16191491,-0.8749379,-0.12970532,-0.785511,-0.2354664,-0.9510363,0.37123367,-0.8432376,0.88669854,-0.3639175,0.40858594,-0.011973907,0.82468545,-0.40781686,-0.69257885,-0.4634666,0.39281216,-0.100466065,1.0375265,-1.6354842,1.2678593,0.4302349,-0.37711433,-1.4050107,-0.34317774,0.7502735,0.9634553,1.1167431,0.05582744,0.67301226,0.913434,0.35205618,-0.2970795,0.19842002,-0.14358863,0.39362615,-0.62866634,1.7399234,0.61852515,-0.11668101,-0.07192703,0.3111469,-0.55163115,0.42955106,-0.83928955,1.0915387,-0.16997282,0.009546099,-0.54968154,1.0599009,-1.0589582,1.1733905,1.4907596,-0.24444738,0.13481984,0.36523348,0.035554674,-0.5467454,-0.18639135,0.2624142,-0.2973841,-0.037244692,-0.21962881,0.31493202,1.0651696,-0.20947148,-0.7263531,-0.46219647,0.07806229,-0.7556402,0.36335054,-0.5514496,0.20806317,0.4958303,-0.8856727,0.09254401,-0.6480163,-0.12306949,0.8039566,-0.5350534,-0.5136673,-0.28944752,-0.21491437,0.43702924,-0.4225004,1.2578704,-0.65905035,1.244814,0.028242854,-0.66007185,0.4423895,0.7979671,-0.05712891,0.033692818,-0.09048267,0.07358054,-0.12169558,0.22024181,-0.1604007,-0.4745275,0.9043314,-0.41001624,-0.47591802,0.8561971,0.14673427,-0.13873428,-0.81491005,0.5131728,-0.06629935,-0.5772066,0.31553757,-0.19576831,0.072994515,-0.2590557,0.11944707,0.099658184,0.12837729,-0.071064316,0.11813887,-0.16216177,0.08238643,0.3837568,-0.77456176,-0.6119169,-0.18025586,-0.43844575,-0.8072364,-0.19032936,0.28976297,0.23908003,0.11476752,-0.04974505,0.3252436,-0.74504596,-0.08919129,-0.5255584,0.10736537,0.07657876,0.5217548,0.10644691,-0.59819114,-0.027128128,-0.058873273,0.65523624,-0.20455572,-0.04398011,0.19410108,-0.1374024,-0.52501595,-0.12334146,-0.057153028,-0.21547025
150,18,-2.9618344,3.825823,-0.37931865,-1.1992024,0.6663013,-2.4458776,-0.31111977,1.312029,0.000994942,1.1974341,-0.41422343,-0.44381583,-0.41462108,-0.6338034,2.445128,1.4599036,1.3866795,2.0841327,-3.175173,0.10740047,0.040558215,0.033600215,-0.12384837,-0.16017383,3.1559935,1.4822183,1.3067324,1.3061051,1.4656264,-1.7950739,0.3442715,0.25847673,0.98358625,-0.34122425,1.685664,0.9669263,0.7048402,-0.9159191,-2.14148,-0.5469062,-2.320314,0.97361106,1.6016015,-2.9656346,1.724001,2.182365,-0.958019,0.6618113,0.1695664,-0.7817783,-1.9866159,-1.4060507,-2.3406713,-1.7231984,0.69402707,0.15166365,-1.5883671,0.121673346,-1.4355761,-0.58176625,0.22949639,0.72619367,0.08981257,-2.0601654,-0.8456505,1.6092125,2.145759,-4.4186063,-2.621038,3.285741,2.3908255,1.4101576,1.264931,-0.29353788,-0.9115372,1.8066342,-1.7797256,-0.89063996,1.990122,-2.266556,-0.9034167,-1.1935374,-0.40163466,-1.5093329,1.9507878,-1.9218525,2.606737,0.43453804,0.3569121,2.4045434,0.9351398,1.1039106,-0.6652299,-0.48429477,1.8356583,0.48617217,1.8873062,1.9362499,-0.29146248,-0.055429664,3.4770396,1.5796124,-0.44187436,1.6440867,4.4083185,-1.21876,0.4025029,-0.5424954,-0.17496435,-0.6880787,-1.7163049,-2.4107518,0.20828165,-1.0772263,1.4614803,-1.1008698,-0.021536836,-1.1717925,0.44704816,2.006225,-1.277024,0.87712854,2.3466134,1.3898234,0.5062318,-0.8300989,-3.3629916,-1.0634886,-1.1032335,0.41240242,1.2399971,1.2567565,2.5387998,1.8819755,-0.64790636,1.5406338,-1.9670519,0.65560704,-1.20715,2.0879004,-1.3975163,-0.239493,3.613574,-2.0774107,4.4176397,0.28464127,0.19790155,0.4946788,-2.0259447,0.39429307,1.5888191,2.594971,1.7235707,-1.4282416,-0.9381895,1.2153742,-4.9283724,0.005159756,1.5053391,-3.2149277,2.6718776,3.729577,3.5374298,-2.087968,1.6172403,-5.2721424,1.2222542,0.4007177,-0.1734541,-0.99788755,6.3010206,-2.0522976,2.4558914,2.680032,-4.203023,0.77554435,3.4593604,-0.5169967,0.15487787,-0.2334038,-3.0552611,2.0182393,0.0633157,-1.0033413,2.208087,-2.0336714,-3.2956827,6.786744,9.312852,2.3335035,0.20048207,0.6964819,1.7679201,3.5103862,-6.6265626,8.175065,-0.085753046,-6.6437745,1.0635355,2.6385093
151,18,1.1239138,-7.796939,-0.17110978,1.0096891,-0.62350446,-0.2918774,3.9955802,-2.1000776,0.6191957,-3.0761673,-2.1260684,-0.57774717,1.4557427,-0.9936729,0.5228721,-3.2088113,-0.23303291,-2.8810656,0.53788865,-1.062859,-0.91071343,0.25419965,-0.27983657,-1.2158027,-0.4928021,-1.0672911,-3.2195451,-0.6562289,-1.106329,0.008411335,1.0779856,-1.9302107,-1.2713027,-0.3767915,2.2568812,-3.7225497,-0.73452246,-1.1089596,0.72842854,1.9182808,0.9665322,-0.23310436,-4.13451,-1.737019,2.4669979,-0.17600147,-1.4919584,0.23313814,-0.8561222,-1.1749072,-1.7603403,-1.5393856,1.1112286,3.0183892,-0.6335091,-0.8169158,0.5448826,0.47603735,-1.032768,-2.1779363,1.7903593,-1.6445205,0.8270382,1.6818942,-0.5501209,-0.37400103,0.26007175,0.8644046,4.686914,-0.41778016,-1.0610945,1.2678391,0.30686063,0.721715,0.17577167,-1.1102881,2.3463898,-1.3514692,-0.80668515,0.012347429,-1.0894188,-1.2560247,0.5397031,1.6486744,-0.58078074,-0.838747,-1.4864972,-2.5602918,1.8052561,-2.878576,0.76725054,0.5211513,-1.6702498,-2.120652,-2.4911516,2.0415218,-0.77707916,1.7037284,-1.0942267,0.5449416,0.5479751,-0.9538097,-2.002371,-0.02204209,0.6527126,-3.0015922,0.13358375,-2.3342543,0.9475077,4.219286,0.24769495,1.0954504,0.8088757,-3.4425325,2.968066,0.30324578,-0.6311783,0.8468064,-0.41696692,0.0334791,1.7229162,-0.6997654,-1.1821045,0.28750226,-4.2323713,-1.9759465,0.8718989,2.5673707,-3.3095067,0.48133093,-1.8104413,-0.5461929,-1.1070929,0.91656166,-0.9253662,-0.7881028,-0.8692169,-2.9169123,-0.3275151,-0.8534125,-0.31688234,3.7210426,-0.76757854,-1.3538941,0.71650875,-1.7543288,-2.4889278,-0.7174415,-0.53157467,0.50910443,1.3108045,-0.1139099,-2.3618808,0.8800761,1.1335382,0.83174634,1.6059414,2.3297246,-1.5414535,-4.1755104,2.6031706,0.33120385,-1.0402353,1.6520234,-1.6811711,-3.3993146,0.6841042,-2.2222657,2.202247,-1.9746296,-1.9953301,0.551152,0.9463102,1.5281777,4.0039496,-3.9676056,-2.5786302,3.8571887,-1.4800668,-3.435295,-1.3008733,-0.9592265,-2.9299216,-9.81679,-0.8009036,3.4300122,4.1018867,2.0668526,-2.9766376,1.1337869,-0.8890681,1.28255,-3.181125,3.993417,2.0257328,1.7561932,-3.517092,1.8367398,-1.9941581,0.1975515
152,18,-1.8770134,3.9203975,-0.065687835,-2.6645875,-1.1110979,-3.0992572,-0.5021082,1.8890657,-2.31312,-1.3656739,-0.5829915,0.5428175,0.91922873,-1.2464442,-0.20380832,0.7540971,4.739669,-2.0820682,-1.0231916,0.9748757,-0.60922104,-1.45259,1.5977409,-0.788323,-1.3642114,-1.3578063,1.6820984,0.6312137,0.7018952,-1.0522372,1.3375198,-0.65623003,0.5142933,-1.7885072,0.40250242,-0.66794765,0.4225089,-0.8119193,-0.8883925,0.867412,0.0666503,-1.7296885,0.63846743,-1.4031255,1.1132585,-1.5228691,0.031222306,-0.57849485,-0.6322132,1.6545191,-1.9438913,-2.128255,-0.28342456,1.3801922,1.233181,-0.8581787,-1.8252991,0.5392,0.49853215,-3.2527356,-0.90815735,0.6898789,-0.16463415,-0.18033019,1.8354502,1.6088343,-0.95335454,-1.943262,-2.4637067,0.07064931,-1.634041,-0.6077566,-0.5408952,-0.4749964,-1.6223953,0.038117144,-3.9714158,0.66375244,2.047463,-1.1652645,0.09733185,0.98608315,-2.9292905,0.30039966,1.6275944,0.9026086,-0.72736686,1.0914505,0.51108944,0.11787887,-0.682208,-0.44922236,-2.995354,-0.12401227,2.549823,-0.009381201,2.5397744,1.8039212,-3.7230647,1.0870688,-0.7604889,-0.7612377,-0.6640916,1.0819573,-1.6674209,-0.07574129,0.9786271,-0.052606743,0.85599905,0.27973038,0.84522766,-2.8818023,-2.0762167,-3.5994053,1.6849982,0.53250635,0.28116304,1.295756,0.10651039,-0.18880671,0.81135637,-1.600076,1.1551492,-0.5718014,-1.2753923,0.17006314,1.034003,2.0863268,0.2268077,-0.037633218,-3.2668846,1.360216,-1.5008235,0.41712967,2.2011192,-0.003881327,-2.3240702,-0.1326251,-2.2566981,-3.1124952,-0.7589999,0.707343,-0.14783922,-1.5167665,-0.19407623,0.00384276,-1.1654966,1.4693313,1.8852257,2.2733612,-4.4834414,1.043358,-1.4019865,-0.21152833,0.06186184,3.3030252,-0.8028516,-0.76025033,2.6902854,1.7744075,5.6276298,-1.1880833,0.037188277,0.62260854,1.7507572,-1.6017396,-4.1976786,6.332514,-1.8693354,3.5408857,-2.0533206,-1.3157417,-1.4543326,4.7380548,-0.06048377,-1.150437,0.7000133,0.7252374,-1.8961449,-1.7406046,0.7916294,-0.35768014,2.7715375,2.2618737,0.38054645,0.3126427,0.94837534,0.8381408,-4.4037576,2.0812924,5.1027894,4.9338,1.7359114,2.8657477,-3.8626688,4.786109,-2.5169065,0.9581255,-5.6554394,-2.7974699
153,18,-2.7462997,-2.677233,-2.4804468,-0.67705196,-2.9941773,-0.43948156,-16.0849,-1.9208544,-1.7568516,-3.1251814,1.4092034,10.332858,-3.0091162,-6.009834,-0.9145408,-5.8689065,-5.769203,0.43452135,0.36446705,-4.215061,3.539008,2.78916,-2.732135,-1.370907,-1.8556159,1.9017774,3.7817132,-2.1770265,-7.6408706,-7.457136,-0.62462986,-1.8508381,2.358639,-0.48650923,-3.4046886,-3.4890583,-2.478291,4.0449595,-2.816853,2.7048845,2.540586,4.947932,-5.9442697,2.12262,5.5575285,-4.220225,-2.6044073,5.483493,7.9770594,-3.8346038,3.6507185,5.4646473,-3.0915883,6.3433332,-4.4065833,0.42546707,1.6483871,1.258637,-2.4901862,7.55435,0.6684852,-4.0599256,4.6610074,0.8466903,-0.29024252,-4.5751877,-4.209632,4.568301,-1.4049519,3.333315,7.005484,-1.8824873,-5.609278,1.3786824,-5.516726,-5.385633,-4.0011387,-1.5947095,0.23911773,-4.3945937,2.6802762,6.574928,6.8310986,2.7642765,-2.7365708,4.5386453,-6.7728705,-8.142056,6.2230196,1.2935541,2.120171,4.954515,6.0063753,-9.428699,-0.91246533,10.057081,-9.244374,0.69278413,-5.4155025,5.0559607,1.7914103,2.2992468,-1.9550506,11.06368,2.080054,1.4939755,-5.6751733,-10.806722,4.84879,8.593656,2.96802,2.6161385,0.3748256,-9.166816,-0.014115623,12.038451,-6.871152,2.9777646,2.8818958,1.1080287,-2.5078566,3.6856744,-1.2924297,8.259986,-2.210932,-10.196031,3.91945,2.2089782,-3.7726266,-1.2887633,2.3431144,7.286147,3.4747918,-3.9272418,-0.41651046,-1.9387964,-5.4655476,5.958449,2.921362,-3.9245107,2.7309434,10.617986,-1.9776722,4.380268,0.028260432,-2.0571198,5.865745,-6.3134947,9.357942,2.6393197,-0.7268259,8.72017,0.6590596,0.14469425,3.0333428,-1.2903509,0.6817206,-3.7999976,-1.4392304,8.793315,0.92375547,-0.8185531,1.1258316,5.2879963,3.473027,-0.54591936,-2.2241607,3.6894498,-2.7456067,1.6032832,4.0077167,4.219137,3.328668,2.6778579,-9.931754,1.8252932,0.14710425,9.9001465,-3.3638148,0.63118786,-3.8593156,3.0445592,4.0750885,-2.8323822,-0.6250975,-7.0396156,2.5464563,-5.5202546,-1.311532,-3.1686437,0.40381494,-0.1472067,-5.308841,-0.6993173,-3.7245438,-0.39767048,-4.80364,-2.4485528,-2.2405198,2.2606096
154,18,-0.73391795,-7.778776,-2.2364275,-0.82945657,1.4854546,-5.2092776,-12.051181,0.6467431,0.13468361,-0.57162845,0.9754053,3.2128792,0.2957415,-1.9106945,0.035312813,1.3467532,-1.5493538,5.010824,-0.15212294,-0.22431602,1.4251443,2.1153035,-0.62386227,3.5905752,-1.0056025,-1.1312146,0.8733967,-0.7328762,-3.103333,-0.19545259,0.41578668,-0.045652494,1.7456688,4.03048,-0.29974777,-3.5338514,-1.9247996,2.2546997,-3.0245366,3.9947605,4.702601,5.7012815,2.178917,-2.1477087,0.6909777,-3.4930577,-6.511935,0.51191163,3.671136,2.1332102,-0.7058903,4.5056562,-1.3981786,3.0784783,-0.5499341,0.09952972,-1.230665,1.5662833,-0.8628565,-1.7342529,-0.49117202,-0.6222292,3.0655026,2.7057614,-0.13298543,-0.4983382,2.6215792,-3.4589746,1.3439387,0.045911312,-3.905884,5.5565624,-1.2136211,4.7500863,-0.5924191,-8.32924,-3.6401582,4.207887,0.3528999,-3.9988885,1.879073,-1.3242266,-1.0709769,1.9248701,0.18430883,0.14593324,-0.74965686,-0.874739,8.31066,-2.181558,-2.4194982,0.08138981,0.7023861,-0.14794394,0.49954578,-1.7950776,-2.7869952,4.8337774,-0.5990599,3.5270276,13.202008,1.0378492,0.5810133,2.31199,-4.594179,-2.2774017,0.45956185,3.2786543,-1.9394661,-2.2017095,-1.0295209,-6.430583,-1.56607,-0.9337734,-3.6765523,-5.2072263,-2.6295621,2.6523707,-0.7980047,-4.0890083,-0.5586702,0.25870097,-8.734734,-3.8258576,-2.033474,7.4427814,-8.654619,-5.9314437,-3.2834892,-6.3244843,-2.9878225,-3.5988529,-4.361741,-3.2804542,4.629961,-5.8697352,3.0218914,-5.009799,-0.13243724,5.815033,4.9633636,2.1935418,-1.9090121,-1.7061249,3.665323,5.9293795,4.0623617,-1.8326559,1.039197,-3.0374048,4.306322,-6.632074,3.7394862,5.593294,-11.957389,-6.4048486,1.2530366,0.9078006,-1.3205838,6.641242,4.4565,-5.474075,-5.298572,-10.266855,-6.5310416,-9.467013,-0.5590822,-2.1513937,-8.039879,-2.0366142,2.2997785,8.711386,-3.4757333,-6.5560594,-1.4875435,-1.5350116,-6.060639,-3.6321416,6.1291337,1.4327533,4.178128,3.3984072,-7.204146,1.3979921,-2.3760216,-3.404802,-2.1538997,-6.6778507,1.0401127,1.0017362,-3.2666085,1.053546,2.5828338,-1.0697204,-11.433347,2.8026416,2.688054,-1.0806601,-1.6209658,1.9701091
155,18,7.4014635,-2.3679574,1.9616463,-2.6883159,-2.2153995,-3.23559,2.814935,3.2853448,-3.566632,-6.049815,-0.44966042,-2.5944695,-0.36744675,0.0808444,1.6926042,-2.2109401,3.5621045,-3.5112214,3.2519584,1.7992613,-1.9552822,0.28950012,0.98367786,4.6878223,-0.9162699,-0.57912993,-5.8367705,-1.410069,2.0539532,0.16815333,1.4767287,2.8209615,2.3366332,0.33248702,1.8988206,0.7540609,-1.1375756,-2.9735548,-0.56512177,2.8190148,3.324952,2.9177032,5.5407968,1.7535626,-0.6402161,-2.2029517,-0.67592794,0.5062822,-2.0436018,-0.310189,-4.286008,-2.1550632,-2.4625149,0.6330203,-0.892291,-0.6975195,-0.6739282,4.6459413,-4.122515,-1.8954048,1.1251129,0.78862447,2.1429322,3.7040765,-5.9405165,3.80311,-3.4464777,-1.4224116,3.6985452,0.19328198,1.6454966,0.6066099,4.321243,-1.8113443,2.5552466,5.326945,-0.8608158,2.5027776,1.7031214,-3.1993546,-3.385998,0.91393006,-3.2721806,8.633518,3.925849,-3.7949975,-1.3483009,-6.138036,1.7469043,0.35499662,2.9995346,-4.5368967,1.6066675,-0.6377106,-4.907597,4.2889442,-6.823238,4.123002,3.5808997,0.13906266,-3.371914,-0.24616733,0.9659923,1.904321,-0.5756098,0.57082534,-5.7611213,-7.091914,-3.7739346,-3.6464741,-1.1033112,-2.548644,-3.5848844,-6.849045,-6.112966,7.721071,-6.4574494,2.5682046,-1.3383069,-0.06381353,5.7838774,0.5106934,4.0467305,8.675866,2.7125382,6.5601954,-3.6442528,14.383368,3.4865935,2.1038477,-1.2397491,2.4133203,6.238718,-1.8062601,5.4403486,-1.7098374,-3.0379686,7.359083,-2.4897628,5.4740806,8.542595,-5.462836,-1.5576099,3.9373715,-9.205773,3.7356834,4.8504105,2.5056217,-6.6085,1.1642605,-2.499259,-6.788355,11.4655285,-2.3888843,8.741485,2.2764297,-0.6735754,3.1159456,1.3496143,-1.4582636,3.8038173,6.2561417,-6.587189,-9.301972,3.4773257,3.0889015,-1.7314392,-1.6826144,-4.95084,4.575542,-1.0119023,1.9572525,7.8958592,15.807795,3.193129,0.22233044,-4.8662605,-5.5247884,-3.6654422,-6.4464335,1.5927407,-5.221835,2.4030273,1.9097629,-4.6418076,-1.4650899,4.199285,2.5000124,-1.2765809,-0.97347194,-7.074614,-1.919995,2.0926762,-5.1927323,-2.39537,-6.843555,8.521355,0.38148385,7.937225,-5.40865
